order_id,customer_id,order_date,status,region_code
O000429,C0116,2024-09-12 03:08:34,DELIVERED,SOUTH
O000430,C0116,2024-10-26 04:02:07,DELIVERED,SOUTH
O000431,C0116,2025-08-10 05:57:13,DELIVERED,SOUTH
O000432,C0116,2025-10-17 02:12:37,DELIVERED,SOUTH
O000433,,2024-03-05 18:43:16,DELIVERED,CENTRAL
O000434,C0117,2024-05-08 20:41:08,DELIVERED,CENTRAL
O000435,C0118,2024-04-05 09:51:27,SHIPPED,SOUTH
O000436,C0118,2024-10-21 09:21:38,SHIPPED,SOUTH
O000437,C0118,2024-10-25 17:22:41,DELIVERED,SOUTH
O000438,C0118,2024-10-29 21:51:33,DELIVERED,SOUTH
O000439,C0118,2025-07-13 20:42:51,DELIVERED,SOUTH
O000440,C0119,2024-05-30 00:59:45,DELIVERED,NORTH
O000441,C0120,2023-07-13 02:12:26,DELIVERED,CENTRAL
O000442,C0120,2023-08-18 04:12:57,RETURNED,CENTRAL
O000443,C0120,2023-08-25 21:25:51,SHIPPED,CENTRAL
O000444,C0120,2024-02-23 21:14:17,SHIPPED,CENTRAL
O000445,C0120,2024-04-29 06:28:38,DELIVERED,CENTRAL
O000446,C0120,2024-10-03 02:04:41,DELIVERED,CENTRAL
O000447,,2025-01-20 13:47:52,DELIVERED,CENTRAL
O000448,C0120,2025-04-16 09:46:19,DELIVERED,CENTRAL
O000449,C0120,2025-11-05 20:55:36,DELIVERED,CENTRAL
O000450,C0120,2026-06-23 05:06:26,DELIVERED,CENTRAL
O000451,C0121,2025-01-28 08:05:01,DELIVERED,NORTH
O000452,C0121,2025-03-14 02:18:10,DELIVERED,NORTH
O000453,,2025-03-29 22:07:27,DELIVERED,NORTH
O000454,C0121,2025-07-10 23:32:18,CANCELLED,NORTH
O000455,C0121,2025-07-15 12:20:51,DELIVERED,NORTH
O000456,C0121,2025-10-15 02:15:45,DELIVERED,CENTRAL
O000457,C0122,2023-04-12 17:38:51,DELIVERED,NORTH
O000458,C0122,2023-12-07 05:42:25,DELIVERED,WEST
O000459,C0122,2024-04-15 18:12:04,DELIVERED,SOUTH
O000460,C0122,2025-09-27 11:33:29,DELIVERED,NORTH
O000461,C0122,2025-10-13 16:35:50,PLACED,NORTH
O000462,C0122,2026-01-26 19:23:46,PLACED,NORTH
O000463,C0123,2025-05-24 08:47:33,PLACED,NORTH
O000464,C0123,2026-05-08 16:23:18,DELIVERED,CENTRAL
O000465,,2025-07-31 16:13:05,DELIVERED,CENTRAL
O000466,C0124,2025-12-20 04:54:22,PLACED,NORTH
O000467,,2026-04-10 00:00:00,DELIVERED,CENTRAL
O000468,C0125,2024-11-19 09:56:58,PLACED,CENTRAL
O000469,C0125,2026-04-30 19:53:59,RETURNED,EAST
O000470,C0126,2025-08-05 14:37:40,PLACED,NORTH
O000471,C0126,2026-02-27 18:56:49,DELIVERED,NORTH
O000472,C0126,2026-06-11 20:14:46,SHIPPED,NORTH
O000473,C0127,2025-10-23 21:25:42,DELIVERED,SOUTH
O000474,C0127,2026-02-14 19:24:26,RETURNED,SOUTH
O000475,C0127,2026-03-17 16:32:09,PLACED,EAST
O000476,C0127,2026-03-28 10:38:32,PLACED,SOUTH
O000477,C0127,2026-05-17 06:17:51,DELIVERED,SOUTH
O000478,C0127,2026-06-13 13:10:35,DELIVERED,WEST
O000479,C0128,2024-05-16 17:03:03,RETURNED,CENTRAL
O000480,C0128,2026-04-06 18:24:05,DELIVERED,CENTRAL
O000481,C0129,2024-01-17 22:51:53,DELIVERED,EAST
O000482,C0129,2024-06-13 02:33:27,PLACED,EAST
O000483,C0129,2024-12-29 00:25:11,DELIVERED,EAST
O000484,,2024-10-27 00:00:00,SHIPPED,CENTRAL
O000485,C0130,2025-01-02 00:00:00,SHIPPED,CENTRAL
O000486,C0130,2025-04-11 06:31:30,DELIVERED,CENTRAL
O000487,C0130,2025-04-22 18:57:02,PLACED,CENTRAL
O000488,C0131,2025-11-09 23:34:22,DELIVERED,NORTH
O000489,C0131,2026-01-15 04:26:16,PLACED,SOUTH
O000490,C0131,2026-01-24 18:55:48,PLACED,CENTRAL
O000491,C0131,2026-03-19 08:26:54,SHIPPED,SOUTH
O000492,C0131,2026-06-08 16:10:08,DELIVERED,SOUTH
O000493,C0132,2023-04-03 22:49:56,PLACED,EAST
O000494,C0132,2024-10-01 04:31:54,CANCELLED,EAST
O000495,C0132,2026-01-28 14:52:53,RETURNED,EAST
O000496,C0133,2024-12-29 07:52:51,PLACED,WEST
O000497,C0134,2023-05-06 15:29:51,CANCELLED,WEST
O000498,C0135,2023-05-23 14:35:55,CANCELLED,CENTRAL
O000499,C0135,2024-12-08 00:00:00,PLACED,CENTRAL
O000500,C0135,2026-02-04 10:29:59,DELIVERED,CENTRAL
O000501,C0135,2026-04-02 15:59:10,DELIVERED,CENTRAL
O000502,C0136,2023-09-30 07:39:51,SHIPPED,WEST
O000503,C0136,2026-04-05 16:52:12,DELIVERED,WEST
O000504,C0136,2026-05-23 14:02:50,DELIVERED,WEST
O000505,,2026-06-29 19:45:59,DELIVERED,WEST
O000506,C0137,2025-09-13 00:00:00,DELIVERED,NORTH
O000507,C0137,2025-09-17 00:47:36,DELIVERED,SOUTH
O000508,C0137,2025-10-13 12:31:31,SHIPPED,NORTH
O000509,C0137,2025-10-16 11:03:49,DELIVERED,NORTH
O000510,C0137,2025-10-29 03:58:14,DELIVERED,NORTH
O000511,C0137,2025-11-11 05:31:53,DELIVERED,NORTH
O000512,C0137,2026-03-11 13:22:20,RETURNED,NORTH
O000513,C0137,2026-03-22 05:50:35,RETURNED,SOUTH
O000514,C0137,2026-05-17 17:07:57,DELIVERED,NORTH
O000515,C0137,2026-06-28 01:26:59,SHIPPED,NORTH
O000516,,2024-06-02 06:02:19,DELIVERED,NORTH
O000517,C0138,2025-06-19 10:55:59,RETURNED,NORTH
O000518,C0138,2026-01-02 18:51:25,PLACED,NORTH
O000519,,2026-05-05 02:28:29,PLACED,NORTH
O000520,C0139,2025-12-14 04:16:34,SHIPPED,WEST
O000521,C0140,2024-05-04 04:58:59,CANCELLED,NORTH
O000522,C0141,2024-10-04 16:34:15,DELIVERED,CENTRAL
O000523,C0142,2024-02-01 20:10:46,CANCELLED,EAST
O000524,C0142,2025-04-29 04:09:08,RETURNED,CENTRAL
O000525,C0142,2026-01-26 11:37:20,DELIVERED,CENTRAL
O000526,C0142,2026-04-16 23:19:01,RETURNED,CENTRAL
O000527,C0143,2025-12-21 04:32:18,DELIVERED,WEST
O000528,C0144,2025-05-06 02:27:38,PLACED,WEST
O000529,C0144,2025-12-04 20:33:39,DELIVERED,SOUTH
O000530,C0144,2026-02-20 04:20:15,SHIPPED,WEST
O000531,C0144,2026-05-08 15:22:43,DELIVERED,WEST
O000532,C0145,2024-12-17 20:36:11,CANCELLED,CENTRAL
O000533,C0145,2025-04-25 23:56:26,CANCELLED,SOUTH
O000534,C0146,2024-10-08 00:50:15,DELIVERED,NORTH
O000535,C0146,2025-05-13 11:43:40,CANCELLED,WEST
O000536,C0146,2025-08-20 07:20:31,PLACED,WEST
O000537,C0146,2025-08-28 09:26:16,DELIVERED,WEST
O000538,C0146,2026-01-14 06:17:20,DELIVERED,WEST
O000539,C0147,2024-08-19 08:09:53,DELIVERED,CENTRAL
O000540,C0147,2025-04-08 05:04:58,SHIPPED,CENTRAL
O000541,C0147,2025-10-26 19:39:24,SHIPPED,CENTRAL
O000542,,2025-10-30 14:10:40,SHIPPED,CENTRAL
O000543,C0148,2024-12-09 15:33:49,PLACED,CENTRAL
O000544,C0148,2025-07-17 08:56:53,SHIPPED,CENTRAL
O000545,C0148,2025-08-23 17:19:15,PLACED,CENTRAL
O000546,C0148,2025-10-15 19:18:57,PLACED,CENTRAL
O000547,C0148,2025-11-06 10:31:40,PLACED,CENTRAL
O000548,C0149,2024-04-08 21:24:59,DELIVERED,CENTRAL
O000549,C0149,2025-02-16 14:09:36,CANCELLED,CENTRAL
O000550,C0149,2025-02-18 21:52:27,DELIVERED,CENTRAL
O000551,C0149,2025-05-19 02:46:45,SHIPPED,CENTRAL
O000552,C0149,2025-05-23 21:59:04,PLACED,CENTRAL
O000553,C0149,2025-06-28 08:52:26,PLACED,CENTRAL
O000554,C0149,2025-08-30 13:37:20,DELIVERED,EAST
O000555,,2025-10-18 01:17:36,DELIVERED,CENTRAL
O000556,C0149,2025-11-16 15:18:52,DELIVERED,CENTRAL
O000557,C0149,2026-02-19 08:23:28,DELIVERED,CENTRAL
O000558,C0149,2026-05-28 19:12:08,DELIVERED,CENTRAL
O000559,C0150,2025-04-16 21:47:26,DELIVERED,SOUTH
O000560,C0150,2025-07-13 18:14:06,DELIVERED,EAST
O000561,C0150,2025-09-06 02:36:37,DELIVERED,EAST
O000562,C0151,2023-12-01 14:16:46,CANCELLED,SOUTH
O000563,C0151,2025-06-25 17:57:44,RETURNED,SOUTH
O000564,C0152,2023-03-10 00:27:18,SHIPPED,WEST
O000565,C0152,2025-12-15 02:15:33,DELIVERED,WEST
O000566,C0153,2025-02-09 07:01:20,DELIVERED,SOUTH
O000567,C0153,2025-12-19 23:33:59,PLACED,SOUTH
O000568,C0153,2026-01-23 23:25:52,DELIVERED,SOUTH
O000569,C0153,2026-04-24 17:25:11,PLACED,SOUTH
O000570,C0154,2024-04-14 07:28:17,DELIVERED,WEST
O000571,C0154,2025-10-06 07:26:42,PLACED,WEST
O000572,C0154,2025-11-12 06:41:56,RETURNED,WEST
O000573,C0154,2026-03-23 01:18:52,DELIVERED,WEST
O000574,C0154,2026-06-06 14:28:32,SHIPPED,WEST
O000575,C0154,2026-06-21 04:23:47,DELIVERED,WEST
O000576,C0155,2026-06-08 03:55:05,RETURNED,NORTH
O000577,C0156,2025-10-25 02:55:02,DELIVERED,WEST
O000578,C0156,2025-10-30 17:35:50,DELIVERED,NORTH
O000579,C0156,2026-03-23 09:25:35,DELIVERED,NORTH
O000580,C0156,2026-04-10 14:12:57,DELIVERED,NORTH
O000581,C0156,2026-04-18 00:00:00,SHIPPED,NORTH
O000582,,2026-04-22 21:58:57,DELIVERED,NORTH
O000583,C0157,2025-09-24 16:10:49,CANCELLED,WEST
O000584,,2025-10-03 12:04:24,CANCELLED,EAST
O000585,C0158,2026-05-10 22:33:36,DELIVERED,WEST
O000586,C0158,2026-05-22 23:42:51,SHIPPED,EAST
O000587,C0159,2023-06-09 13:29:31,DELIVERED,NORTH
O000588,C0159,2023-09-26 01:38:39,SHIPPED,EAST
O000589,C0159,2024-02-19 10:02:41,PLACED,NORTH
O000590,C0159,2024-06-15 00:00:00,DELIVERED,CENTRAL
O000591,C0159,2024-10-25 09:07:14,DELIVERED,NORTH
O000592,C0159,2025-08-18 07:27:45,CANCELLED,SOUTH
O000593,C0160,2023-02-15 20:53:40,PLACED,NORTH
O000594,C0160,2026-01-03 03:33:27,CANCELLED,NORTH
O000595,C0160,2026-01-08 04:47:19,DELIVERED,NORTH
O000596,C0161,2024-10-31 11:19:37,SHIPPED,WEST
O000597,C0161,2026-01-29 22:05:22,DELIVERED,CENTRAL
O000598,C0161,2026-02-22 07:35:06,SHIPPED,CENTRAL
O000599,C0161,2026-06-13 14:15:25,DELIVERED,CENTRAL
O000600,C0162,2023-09-30 00:00:00,SHIPPED,WEST
O000601,C0163,2024-07-23 17:59:52,DELIVERED,EAST
O000602,C0163,2024-10-29 00:00:00,SHIPPED,EAST
O000603,C0163,2024-12-04 09:06:33,RETURNED,EAST
O000604,C0163,2025-02-18 19:09:16,DELIVERED,EAST
O000605,C0163,2025-06-27 22:10:53,DELIVERED,EAST
O000606,C0163,2025-10-06 18:22:29,DELIVERED,EAST
O000607,C0163,2025-10-08 01:11:14,DELIVERED,EAST
O000608,C0163,2026-04-12 22:02:51,PLACED,EAST
O000609,,2026-06-08 15:44:49,RETURNED,EAST
O000610,C0163,2026-06-27 00:00:00,SHIPPED,EAST
O000611,C0164,2024-12-24 05:02:59,PLACED,CENTRAL
O000612,C0164,2025-10-28 07:35:34,SHIPPED,CENTRAL
O000613,C0165,2024-09-22 05:23:50,DELIVERED,WEST
O000614,C0165,2024-12-11 23:42:39,DELIVERED,EAST
O000615,C0165,2026-02-06 00:41:22,DELIVERED,EAST
O000616,C0166,2025-11-16 11:10:51,DELIVERED,WEST
O000617,C0166,2026-06-10 07:16:03,PLACED,WEST
O000618,C0166,2026-06-19 10:53:50,PLACED,WEST
O000619,C0167,2025-07-11 05:55:45,SHIPPED,CENTRAL
O000620,C0167,2025-09-03 10:27:26,SHIPPED,CENTRAL
O000621,C0168,2025-11-16 08:47:00,DELIVERED,NORTH
O000622,C0168,2025-11-17 19:32:18,DELIVERED,NORTH
O000623,C0168,2026-02-03 21:59:56,DELIVERED,NORTH
O000624,C0168,2026-03-08 19:57:45,DELIVERED,NORTH
O000625,C0168,2026-04-13 08:31:38,DELIVERED,WEST
O000626,C0169,2024-09-27 20:29:26,DELIVERED,EAST
O000627,C0169,2026-05-27 09:10:24,PLACED,NORTH
O000628,C0170,2025-11-19 00:00:00,CANCELLED,WEST
O000629,C0170,2026-05-23 08:56:28,RETURNED,SOUTH
O000630,C0170,2026-06-13 11:42:06,DELIVERED,SOUTH
O000631,C0171,2024-11-16 00:49:54,DELIVERED,EAST
O000632,C0171,2025-10-30 00:01:59,DELIVERED,EAST
O000633,C0172,2024-05-22 21:41:13,SHIPPED,SOUTH
O000634,C0172,2025-10-17 11:46:14,PLACED,NORTH
O000635,C0173,2025-07-21 19:16:13,DELIVERED,CENTRAL
O000636,C0173,2025-08-26 18:01:09,DELIVERED,EAST
O000637,C0173,2026-03-30 10:27:06,SHIPPED,NORTH
O000638,C0173,2026-06-13 15:00:40,DELIVERED,EAST
O000639,C0174,2024-11-24 00:00:00,SHIPPED,EAST
O000640,C0174,2025-08-08 17:15:47,DELIVERED,NORTH
O000641,C0174,2026-05-13 20:14:12,SHIPPED,WEST
O000642,C0175,2023-08-08 06:19:51,DELIVERED,SOUTH
O000643,C0175,2024-09-02 17:33:17,DELIVERED,SOUTH
O000644,C0175,2025-05-12 10:23:20,PLACED,SOUTH
O000645,C0175,2025-05-26 21:31:31,PLACED,SOUTH
O000646,C0175,2025-11-26 21:05:04,CANCELLED,SOUTH
O000647,C0175,2026-02-14 19:32:44,PLACED,SOUTH
O000648,C0175,2026-04-04 04:29:27,DELIVERED,WEST
O000649,C0175,2026-05-28 08:48:48,RETURNED,SOUTH
O000650,C0176,2024-09-11 06:10:25,CANCELLED,CENTRAL
O000651,C0176,2025-03-01 04:25:48,PLACED,CENTRAL
O000652,C0176,2025-03-21 13:07:58,CANCELLED,CENTRAL
O000653,C0176,2025-04-04 19:46:46,CANCELLED,CENTRAL
O000654,C0176,2025-05-16 09:10:21,DELIVERED,CENTRAL
O000655,C0177,2025-11-11 22:07:21,DELIVERED,EAST
O000656,C0177,2026-01-14 23:29:11,SHIPPED,EAST
O000657,C0177,2026-06-20 04:25:46,DELIVERED,EAST
O000658,C0178,2025-11-14 12:55:44,DELIVERED,NORTH
O000659,C0178,2026-02-22 00:00:00,DELIVERED,NORTH
O000660,,2026-04-12 09:49:26,DELIVERED,NORTH
O000661,C0178,2026-06-03 07:44:25,SHIPPED,NORTH
O000662,,2025-09-14 23:31:54,DELIVERED,EAST
O000663,C0179,2025-12-14 03:30:40,SHIPPED,EAST
O000664,C0179,2025-12-24 00:48:54,DELIVERED,SOUTH
O000665,C0179,2026-02-02 17:21:47,SHIPPED,EAST
O000666,C0179,2026-02-08 10:48:59,SHIPPED,EAST
O000667,C0179,2026-03-11 13:16:49,DELIVERED,NORTH
O000668,,2026-04-01 09:19:45,DELIVERED,EAST
O000669,C0179,2026-05-07 04:13:31,DELIVERED,EAST
O000670,C0180,2023-04-25 19:20:59,DELIVERED,EAST
O000671,C0180,2023-12-20 01:51:56,DELIVERED,EAST
O000672,C0180,2023-12-21 16:04:42,SHIPPED,EAST
O000673,C0180,2024-11-20 21:55:43,SHIPPED,EAST
O000674,C0180,2024-12-31 11:03:45,DELIVERED,EAST
O000675,C0180,2026-05-24 00:00:00,DELIVERED,SOUTH
O000676,C0181,2024-10-29 18:41:40,DELIVERED,SOUTH
O000677,C0181,2024-11-01 21:59:21,PLACED,SOUTH
O000678,C0181,2024-11-29 22:59:33,RETURNED,SOUTH
O000679,C0181,2025-06-22 22:57:34,PLACED,SOUTH
O000680,C0181,2025-10-28 01:54:11,CANCELLED,EAST
O000681,C0181,2026-02-27 05:36:05,CANCELLED,SOUTH
O000682,C0181,2026-05-01 20:28:45,SHIPPED,SOUTH
O000683,C0181,2026-05-12 08:37:57,PLACED,SOUTH
O000684,,2026-06-09 20:07:54,CANCELLED,SOUTH
O000685,C0182,2025-11-08 03:13:36,DELIVERED,WEST
O000686,C0183,2025-10-14 20:41:03,DELIVERED,WEST
O000687,C0183,2025-12-17 09:34:44,SHIPPED,WEST
O000688,C0183,2026-02-25 09:09:06,SHIPPED,WEST
O000689,C0183,2026-05-07 22:16:57,CANCELLED,WEST
O000690,C0184,2025-12-09 01:09:04,SHIPPED,WEST
O000691,C0184,2026-02-07 00:00:00,CANCELLED,WEST
O000692,C0184,2026-04-10 11:42:47,DELIVERED,NORTH
O000693,C0184,2026-05-26 06:47:03,PLACED,WEST
O000694,C0184,2026-06-03 09:09:52,PLACED,WEST
O000695,C0185,2023-06-04 15:51:28,DELIVERED,EAST
O000696,C0185,2024-04-25 03:48:52,DELIVERED,EAST
O000697,C0186,2024-03-04 18:22:53,DELIVERED,NORTH
O000698,C0186,2024-04-16 01:12:49,CANCELLED,NORTH
O000699,C0186,2024-04-22 23:50:52,DELIVERED,NORTH
O000700,C0186,2024-04-27 12:02:44,DELIVERED,NORTH
O000701,C0186,2024-11-01 15:59:52,RETURNED,NORTH
O000702,C0186,2024-11-03 21:55:24,SHIPPED,NORTH
O000703,C0186,2025-02-06 10:12:54,RETURNED,NORTH
O000704,C0186,2025-04-11 06:36:43,SHIPPED,NORTH
O000705,C0186,2025-04-14 12:21:58,DELIVERED,NORTH
O000706,C0186,2025-05-23 05:34:35,SHIPPED,NORTH
O000707,C0186,2026-06-15 05:53:38,DELIVERED,NORTH
O000708,C0187,2025-09-23 21:14:28,SHIPPED,NORTH
O000709,C0187,2026-01-04 21:28:26,SHIPPED,NORTH
O000710,C0187,2026-01-15 01:26:06,CANCELLED,NORTH
O000711,C0188,2023-07-16 09:00:03,RETURNED,SOUTH
O000712,C0188,2025-01-12 19:39:23,SHIPPED,SOUTH
O000713,C0188,2025-02-14 04:34:41,CANCELLED,SOUTH
O000714,C0188,2025-11-04 19:00:25,PLACED,SOUTH
O000715,C0188,2026-01-18 10:21:52,DELIVERED,WEST
O000716,C0189,2023-12-29 12:09:35,DELIVERED,WEST
O000717,C0189,2025-02-11 12:13:35,PLACED,SOUTH
O000718,C0190,2025-05-03 00:00:00,DELIVERED,SOUTH
O000719,,2023-10-27 12:11:34,SHIPPED,SOUTH
O000720,C0191,2025-10-12 00:00:00,SHIPPED,SOUTH
O000721,C0191,2025-10-17 06:04:13,DELIVERED,SOUTH
O000722,C0191,2026-04-18 00:34:50,PLACED,NORTH
O000723,C0191,2026-05-29 13:07:50,DELIVERED,SOUTH
O000724,C0192,2024-02-17 23:38:13,DELIVERED,SOUTH
O000725,C0192,2024-07-02 20:57:24,RETURNED,WEST
O000726,C0192,2024-07-13 11:02:56,DELIVERED,WEST
O000727,C0192,2024-09-29 06:17:58,CANCELLED,WEST
O000728,C0192,2025-05-23 13:07:53,SHIPPED,WEST
O000729,C0192,2025-06-02 19:32:37,RETURNED,WEST
O000730,C0192,2025-06-16 22:07:43,SHIPPED,WEST
O000731,C0192,2025-12-17 13:18:54,DELIVERED,WEST
O000732,,2026-02-28 17:04:36,DELIVERED,WEST
O000733,C0193,2025-03-13 13:31:33,CANCELLED,CENTRAL
O000734,C0193,2025-04-26 21:06:26,DELIVERED,CENTRAL
O000735,C0193,2025-05-10 21:39:36,DELIVERED,CENTRAL
O000736,C0193,2025-06-29 07:56:16,DELIVERED,CENTRAL
O000737,C0193,2025-07-25 00:00:00,RETURNED,CENTRAL
O000738,C0193,2026-01-03 17:47:05,DELIVERED,CENTRAL
O000739,C0193,2026-02-19 20:42:37,DELIVERED,CENTRAL
O000740,C0193,2026-03-05 18:59:26,RETURNED,CENTRAL
O000741,C0193,2026-05-02 13:16:45,DELIVERED,CENTRAL
O000742,C0193,2026-06-22 11:13:53,RETURNED,CENTRAL
O000743,C0194,2025-08-15 10:02:57,SHIPPED,NORTH
O000744,C0194,2025-10-25 13:16:08,PLACED,CENTRAL
O000745,C0194,2026-03-20 00:00:00,DELIVERED,CENTRAL
O000746,C0195,2024-08-15 21:52:20,SHIPPED,WEST
O000747,C0195,2024-09-06 20:26:43,PLACED,WEST
O000748,C0195,2025-02-20 13:24:05,SHIPPED,WEST
O000749,C0195,2025-07-26 21:57:42,CANCELLED,WEST
O000750,C0196,2024-11-20 19:13:34,DELIVERED,NORTH
O000751,,2025-08-24 07:42:16,PLACED,NORTH
O000752,C0196,2025-09-09 07:19:16,SHIPPED,EAST
O000753,C0196,2025-10-18 01:11:45,SHIPPED,CENTRAL
O000754,C0196,2025-10-22 14:56:04,SHIPPED,NORTH
O000755,C0196,2026-01-14 22:39:01,RETURNED,NORTH
O000756,C0196,2026-02-02 18:17:14,DELIVERED,NORTH
O000757,C0196,2026-04-16 04:38:06,RETURNED,NORTH
O000758,C0196,2026-06-04 11:24:12,DELIVERED,NORTH
O000759,C0197,2023-07-16 18:15:42,CANCELLED,CENTRAL
O000760,C0197,2024-01-20 06:01:29,CANCELLED,CENTRAL
O000761,C0197,2025-02-27 16:32:39,DELIVERED,CENTRAL
O000762,C0198,2024-12-06 12:03:08,DELIVERED,WEST
O000763,C0198,2025-12-15 12:25:38,DELIVERED,EAST
O000764,C0198,2026-01-21 12:53:23,PLACED,WEST
O000765,C0199,2024-11-29 12:22:30,PLACED,WEST
O000766,C0199,2025-02-25 09:29:14,PLACED,SOUTH
O000767,C0199,2025-07-09 21:24:11,DELIVERED,SOUTH
O000768,C0199,2025-10-20 13:47:46,DELIVERED,SOUTH
O000769,C0200,2024-09-11 10:49:44,PLACED,NORTH
O000770,C0200,2025-09-27 06:24:13,DELIVERED,NORTH
O000771,C0201,2025-10-31 04:22:27,DELIVERED,SOUTH
O000772,C0201,2026-04-29 15:44:44,SHIPPED,SOUTH
O000773,,2024-01-13 08:48:47,DELIVERED,NORTH
O000774,C0202,2024-05-09 14:47:59,DELIVERED,NORTH
O000775,C0202,2025-05-18 03:43:14,SHIPPED,NORTH
O000776,C0203,2025-08-11 21:40:39,DELIVERED,CENTRAL
O000777,C0204,2024-07-03 20:09:38,DELIVERED,WEST
O000778,C0204,2024-12-31 13:26:45,DELIVERED,WEST
O000779,C0204,2025-06-20 13:06:32,DELIVERED,WEST
O000780,C0204,2025-10-29 05:21:36,DELIVERED,WEST
O000781,C0204,2026-05-08 19:23:41,CANCELLED,WEST
O000782,C0205,2024-07-01 02:27:32,PLACED,CENTRAL
O000783,C0205,2024-11-01 01:47:49,CANCELLED,CENTRAL
O000784,C0206,2023-12-16 00:46:00,SHIPPED,EAST
O000785,C0207,2025-12-30 10:00:23,DELIVERED,WEST
O000786,C0207,2026-01-01 09:54:26,RETURNED,WEST
O000787,C0207,2026-02-15 04:36:43,PLACED,NORTH
O000788,C0208,2025-09-14 07:58:51,DELIVERED,EAST
O000789,C0208,2025-10-09 14:56:36,SHIPPED,EAST
O000790,C0208,2026-04-12 03:30:20,DELIVERED,CENTRAL
O000791,C0209,2023-10-10 05:51:34,SHIPPED,CENTRAL
O000792,C0209,2026-03-18 10:15:10,DELIVERED,CENTRAL
O000793,,2025-09-11 03:28:03,DELIVERED,NORTH
O000794,C0210,2025-12-03 20:22:37,DELIVERED,NORTH
O000795,C0210,2026-03-18 17:46:11,SHIPPED,NORTH
O000796,,2024-12-05 00:00:00,DELIVERED,EAST
O000797,C0211,2025-06-29 06:08:28,SHIPPED,EAST
O000798,C0212,2023-03-24 11:49:27,SHIPPED,CENTRAL
O000799,C0213,2024-11-20 07:51:46,PLACED,WEST
O000800,C0213,2024-12-11 02:30:29,DELIVERED,CENTRAL
O000801,C0213,2024-12-24 21:32:11,DELIVERED,WEST
O000802,C0213,2024-12-29 20:10:31,DELIVERED,SOUTH
O000803,C0213,2025-01-08 21:18:27,PLACED,WEST
O000804,C0213,2025-02-15 09:03:40,SHIPPED,WEST
O000805,C0213,2025-03-30 23:57:25,DELIVERED,WEST
O000806,C0213,2025-04-12 13:04:51,DELIVERED,WEST
O000807,C0213,2025-09-12 00:00:00,SHIPPED,WEST
O000808,C0213,2025-12-24 08:52:38,RETURNED,WEST
O000809,C0213,2026-06-01 12:43:40,DELIVERED,WEST
O000810,C0214,2024-02-07 14:34:18,DELIVERED,EAST
O000811,C0214,2024-09-14 12:23:09,CANCELLED,NORTH
O000812,C0214,2024-12-25 05:25:05,PLACED,NORTH
O000813,C0215,2024-03-16 04:56:21,SHIPPED,CENTRAL
O000814,C0215,2025-03-13 15:51:31,DELIVERED,EAST
O000815,C0216,2023-12-09 15:04:46,DELIVERED,CENTRAL
O000816,C0216,2024-11-26 01:24:45,DELIVERED,CENTRAL
O000817,C0216,2025-10-23 02:48:19,PLACED,CENTRAL
O000818,C0216,2026-03-14 11:53:09,PLACED,CENTRAL
O000819,,2026-06-24 09:40:26,SHIPPED,CENTRAL
O000820,C0217,2024-04-14 01:06:55,DELIVERED,NORTH
O000821,C0217,2024-11-06 21:51:34,DELIVERED,SOUTH
O000822,C0217,2025-09-28 17:38:19,SHIPPED,SOUTH
O000823,C0217,2026-04-08 05:03:21,PLACED,SOUTH
O000824,C0218,2023-07-06 11:24:21,SHIPPED,WEST
O000825,,2023-12-08 06:44:59,DELIVERED,WEST
O000826,C0218,2024-01-19 00:00:00,DELIVERED,WEST
O000827,C0218,2024-04-01 12:08:33,DELIVERED,CENTRAL
O000828,C0218,2024-11-15 23:49:12,DELIVERED,WEST
O000829,C0218,2026-05-05 20:43:57,DELIVERED,WEST
O000830,C0219,2025-04-07 11:11:23,DELIVERED,CENTRAL
O000831,C0219,2025-11-11 02:39:29,SHIPPED,CENTRAL
O000832,C0219,2025-12-17 02:18:19,DELIVERED,CENTRAL
O000833,C0219,2026-04-14 08:12:06,DELIVERED,CENTRAL
O000834,C0220,2023-09-17 17:35:37,DELIVERED,WEST
O000835,C0220,2025-03-05 09:07:08,DELIVERED,WEST
O000836,C0220,2026-01-28 20:32:47,PLACED,SOUTH
O000837,C0220,2026-03-06 09:22:54,DELIVERED,WEST
O000838,C0220,2026-04-13 15:55:44,PLACED,WEST
O000839,C0221,2025-06-09 19:31:37,DELIVERED,WEST
O000840,C0222,2023-02-02 22:07:23,SHIPPED,SOUTH
O000841,C0222,2024-01-29 08:14:52,DELIVERED,SOUTH
O000842,C0222,2024-02-22 17:45:01,DELIVERED,NORTH
O000843,C0222,2025-09-03 00:57:31,CANCELLED,SOUTH
O000844,C0222,2025-10-19 17:05:43,DELIVERED,SOUTH
O000845,C0222,2026-06-26 05:18:20,PLACED,SOUTH
O000846,C0223,2024-11-09 15:05:57,SHIPPED,SOUTH
O000847,C0223,2025-02-22 05:11:20,DELIVERED,SOUTH
O000848,C0223,2025-06-10 20:04:50,SHIPPED,SOUTH
O000849,C0223,2025-07-27 12:41:58,PLACED,SOUTH
O000850,C0223,2025-11-24 07:05:58,SHIPPED,SOUTH
O000851,C0223,2025-12-05 01:09:01,CANCELLED,SOUTH
O000852,C0223,2026-01-30 08:59:30,DELIVERED,SOUTH
O000853,C0223,2026-03-07 14:16:17,PLACED,SOUTH
O000854,C0223,2026-04-12 22:08:08,DELIVERED,SOUTH
