product_id,product_name,category,subcategory,cost_price
P0513,Children'S Story Plus,Books,Fiction,50.89
P0514,Children'S Story Max,Books,Fiction,14.41
P0515,Children'S Story Mini,Books,Fiction,28.82
P0516,Children'S Story Prime,Books,Fiction,45.40
P0517,Children'S Story Edge,Books,Fiction,17.65
P0518,Children'S Story Flex,Books,Fiction,54.83
P0519,Children'S Story Lite,Books,Fiction,43.52
P0520,Children'S Story Ultra,Books,Fiction,69.58
P0521,Travel Guide,Books,Non-Fiction,16.89
P0522,Travel Guide Pro,Books,Non-Fiction,32.42
P0523,Travel Guide Plus,Books,Non-Fiction,50.50
P0524,Travel Guide Max,Books,Non-Fiction,24.40
P0525,Travel Guide Mini,Books,Non-Fiction,53.84
P0526,Travel Guide Prime,Books,Non-Fiction,45.83
P0527,Travel Guide Edge,Books,Non-Fiction,20.08
P0528,Travel Guide Flex,Books,Non-Fiction,50.77
P0529,Travel Guide Lite,Books,Non-Fiction,43.51
P0530,Travel Guide Ultra,Books,Non-Fiction,65.65
P0531,Study Planner,Books,Stationery,59.64
P0532,Study Planner Pro,Books,Stationery,27.82
P0533,Study Planner Plus,Books,Stationery,57.40
P0534,Study Planner Max,Books,Stationery,61.88
P0535,Study Planner Mini,Books,Stationery,45.79
P0536,Study Planner Prime,Books,Stationery,34.80
P0537,Study Planner Edge,Books,Stationery,58.35
P0538,Study Planner Flex,Books,Stationery,63.85
P0539,Study Planner Lite,Books,Stationery,48.45
P0540,Study Planner Ultra,Books,Stationery,52.17
P0541,Poetry Collection,Books,Fiction,63.11
P0542,Poetry Collection Pro,Books,Fiction,53.44
P0543,Poetry Collection Plus,Books,Fiction,39.67
P0544,Poetry Collection Max,Books,Fiction,9.05
P0545,Poetry Collection Mini,Books,Fiction,28.26
P0546,Poetry Collection Prime,Books,Fiction,89.32
P0547,Poetry Collection Edge,Books,Fiction,11.53
P0548,Poetry Collection Flex,Books,Fiction,30.07
P0549,Poetry Collection Lite,Books,Fiction,64.45
P0550,Poetry Collection Ultra,Books,Fiction,70.84
P0551,Coding Manual,Books,Education,30.39
P0552,Coding Manual Pro,Books,Education,55.92
P0553,Coding Manual Plus,Books,Education,59.89
P0554,Coding Manual Max,Books,Education,32.31
P0555,Coding Manual Mini,Books,Education,42.51
P0556,Coding Manual Prime,Books,Education,33.21
P0557,Coding Manual Edge,Books,Education,46.99
P0558,Coding Manual Flex,Books,Education,15.87
P0559,Coding Manual Lite,Books,Education,59.22
P0560,Coding Manual Ultra,Books,Education,55.60
P0561,Novel Anthology,Books,Fiction,45.41
P0562,Novel Anthology Pro,Books,Fiction,22.43
P0563,Novel Anthology Plus,Books,Fiction,56.88
P0564,Novel Anthology Max,Books,Fiction,16.29
P0565,Novel Anthology Mini,Books,Fiction,63.46
P0566,Novel Anthology Prime,Books,Fiction,44.95
P0567,Novel Anthology Edge,Books,Fiction,44.30
P0568,Novel Anthology Flex,Books,Fiction,16.66
P0569,Novel Anthology Lite,Books,Fiction,15.50
P0570,Novel Anthology Ultra,Books,Fiction,59.89
P0571,Art Workbook,Books,Education,41.99
P0572,Art Workbook Pro,Books,Education,15.16
P0573,Art Workbook Plus,Books,Education,37.41
P0574,Art Workbook Max,Books,Education,45.03
P0575,Art Workbook Mini,Books,Education,30.09
P0576,Art Workbook Prime,Books,Education,26.09
P0577,Art Workbook Edge,Books,Education,63.22
P0578,Art Workbook Flex,Books,Education,62.16
P0579,Art Workbook Lite,Books,Education,46.27
P0580,Art Workbook Ultra,Books,Education,27.38
P0581,Business Handbook,Books,Non-Fiction,33.04
P0582,Business Handbook Pro,Books,Non-Fiction,69.41
P0583,Business Handbook Plus,Books,Non-Fiction,52.67
P0584,Business Handbook Max,Books,Non-Fiction,54.99
P0585,Business Handbook Mini,Books,Non-Fiction,30.47
P0586,Business Handbook Prime,Books,Non-Fiction,55.86
P0587,Business Handbook Edge,Books,Non-Fiction,48.13
P0588,Business Handbook Flex,Books,Non-Fiction,34.04
P0589,Business Handbook Lite,Books,Non-Fiction,58.03
P0590,Business Handbook Ultra,Books,Non-Fiction,63.32
P0591,Comic Collection,Books,Fiction,62.87
P0592,Comic Collection Pro,Books,Fiction,55.62
P0593,Comic Collection Plus,Books,Fiction,31.80
P0594,Comic Collection Max,Books,Fiction,60.38
P0595,Comic Collection Mini,Books,Fiction,59.51
P0596,Comic Collection Prime,Books,Fiction,50.73
P0597,Comic Collection Edge,Books,Fiction,18.25
P0598,Comic Collection Flex,Books,Fiction,58.98
P0599,Comic Collection Lite,Books,Fiction,30.40
P0600,Comic Collection Ultra,Books,Fiction,22.95
