item_id,order_id,product_id,quantity,unit_price,discount_percent
I0001548,O000538,P0462,5,85.87,21.56
I0001549,O000538,P0458,4,88.58,0.05
I0001550,O000538,P0455,2,73.92,28.99
I0001551,O000539,P0451,1,113.88,29.04
I0001552,O000539,P0452,1,54.98,17.20
I0001553,O000539,P0467,5,65.99,29.59
I0001554,O000540,P0164,3,199.02,27.28
I0001555,O000540,P0159,2,140.75,9.19
I0001556,O000540,P0168,2,38.30,34.39
I0001557,O000541,P0319,2,434.99,12.38
I0001558,O000541,P0305,2,396.23,21.63
I0001559,O000541,P0306,4,197.17,1.73
I0001560,O000541,P0306,1,271.89,8.56
I0001561,O000542,P0381,1,91.01,11.34
I0001562,O000542,P0382,1,209.16,13.49
I0001563,O000542,P0304,5,127.92,10.04
I0001564,O000543,P0009,3,242.30,26.82
I0001565,O000543,P0003,1,74.33,0.59
I0001566,O000544,P0001,2,440.72,0.64
I0001567,O000544,P0002,4,517.99,2.49
I0001568,O000545,P0020,5,92.65,22.65
I0001569,O000545,P0013,4,515.94,16.61
I0001570,O000545,P0015,5,315.90,16.94
I0001571,O000546,P0361,5,334.58,29.42
I0001572,O000546,P0362,1,358.20,24.44
I0001573,O000546,P0318,3,106.84,22.05
I0001574,O000546,P0314,5,101.05,33.38
I0001575,O000547,P0061,3,226.96,9.90
I0001576,O000547,P0062,-5,275.64,24.88
I0001577,O000548,P0181,1,119.75,24.47
I0001578,O000548,P0182,4,101.39,13.51
I0001579,O000549,P0471,1,40.20,12.98
I0001580,O000549,P0472,2,75.94,12.24
I0001581,O000549,P0457,2,86.47,23.60
I0001582,O000550,P0191,2,81.71,32.97
I0001583,O000550,P0192,3,99.30,9.01
I0001584,O000550,P0159,5,158.12,13.84
I0001585,O000551,P0159,5,112.91,7.86
I0001586,O000551,P0151,2,123.53,21.19
I0001587,O000551,P0167,5,174.80,23.42
I0001588,O000551,P0168,2,30.30,32.68
I0001589,O000552,P0191,4,82.83,18.15
I0001590,O000552,P0192,2,104.37,16.54
I0001591,O000552,P0160,5,106.38,0.36
I0001592,O000553,P0021,3,417.89,7.14
I0001593,O000553,P0022,5,571.95,30.25
I0001594,O000553,P0004,4,144.10,11.58
I0001595,O000553,P0005,1,252.96,19.44
I0001596,O000554,P0301,2,235.74,19.28
I0001597,O000554,P0302,2,211.70,6.42
I0001598,O000554,P0308,2,413.03,25.93
I0001599,O000555,P0361,4,374.27,24.26
I0001600,O000555,P0362,5,334.97,18.91
I0001601,O000556,P0001,1,460.49,2.25
I0001602,O000556,P0002,2,399.66,29.45
I0001603,O000556,P0016,1,96.91,27.70
I0001604,O000556,P0015,3,243.10,28.53
I0001605,O000557,P0321,2,141.21,8.18
I0001606,O000557,P0322,2,333.01,20.08
I0001607,O000558,P0315,2,233.11,0.37
I0001608,O000558,P0312,3,390.72,21.34
I0001609,O000559,P0461,2,122.80,33.28
I0001610,O000559,P0462,5,109.14,16.05
I0001611,O000559,P0459,1,122.39,27.90
I0001612,O000560,P0014,1,361.53,19.13
I0001613,O000560,P0009,4,423.84,16.67
I0001614,O000561,P0181,4,136.91,32.22
I0001615,O000561,P0182,1,104.06,11.88
I0001616,O000562,P0181,2,128.93,26.93
I0001617,O000562,P0182,1,68.72,2.96
I0001618,O000563,P0451,1,117.03,30.20
I0001619,O000563,P0452,3,92.39,32.64
I0001620,O000563,P0465,3,49.33,34.01
I0001621,O000564,P0021,3,263.96,3.95
I0001622,O000564,P0022,4,516.48,9.12
I0001623,O000565,P0001,5,312.46,29.42
I0001624,O000565,P0002,1,489.90,11.57
I0001625,O000566,P0007,4,291.83,14.49
I0001626,O000566,P0006,2,128.43,16.60
I0001627,O000566,P0020,1,116.75,19.85
I0001628,O000567,P0301,4,126.55,32.34
I0001629,O000567,P0302,5,198.18,5.31
I0001630,O000568,P0156,5,125.23,2.66
I0001631,O000568,P0152,1,127.17,22.62
I0001632,O000569,P0153,2,76.24,5.31
I0001633,O000569,P0153,1,117.97,13.02
I0001634,O000570,P0155,4,166.79,6.22
I0001635,O000570,P0151,3,125.56,18.35
I0001636,O000570,P0152,4,127.74,27.16
I0001637,O000571,P0321,1,149.51,15.26
I0001638,O000571,P0322,1,296.82,0.60
I0001639,O000572,P0004,4,195.50,15.63
I0001640,O000572,P0003,5,83.09,20.79
I0001641,O000572,P0016,2,107.09,3.38
I0001642,O000573,P0002,2,605.50,26.18
I0001643,O000573,P0001,3,373.05,6.60
I0001644,O000573,P0012,2,525.39,11.43
I0001645,O000574,P0001,4,336.11,24.41
I0001646,O000574,P0002,2,547.09,32.67
I0001647,O000574,P0002,5,575.50,34.75
I0001648,O000574,P0015,2,342.35,13.49
I0001649,O000575,P0313,1,137.32,15.19
I0001650,O000575,P0306,5,140.97,2.60
I0001651,O000575,P0313,5,228.48,7.04
I0001652,O000575,P0315,2,135.40,23.56
I0001653,O000576,P0016,3,104.45,14.79
I0001654,O000576,P0013,5,480.51,5.85
I0001655,O000576,P0004,2,158.40,29.97
I0001656,O000577,P0151,4,175.77,28.77
I0001657,O000577,P0152,5,115.06,24.36
I0001658,O000578,P0041,4,181.19,7.82
I0001659,O000578,P0042,3,477.70,0.32
I0001660,O000579,P0160,1,165.46,13.87
I0001661,O000579,P0153,4,102.19,20.84
I0001662,O000579,P0165,5,74.34,12.32
I0001663,O000580,P0191,2,80.09,18.16
I0001664,O000580,P0192,1,106.63,20.35
I0001665,O000581,P0061,1,237.24,5.98
I0001666,O000581,P0062,4,213.84,4.88
I0001667,O000581,P0001,1,336.64,19.35
I0001668,O000582,P0041,2,200.98,23.34
I0001669,O000582,P0042,1,474.82,25.79
I0001670,O000582,P0002,1,481.21,14.56
I0001671,O000582,P0011,1,298.19,33.60
I0001672,O000583,P0012,2,411.28,19.53
I0001673,O000583,P0013,3,480.50,34.26
I0001674,O000584,P0021,3,238.99,9.50
I0001675,O000584,P0022,4,339.36,20.84
I0001676,O000584,P0004,4,131.30,12.00
I0001677,O000585,P0061,2,235.11,14.89
I0001678,O000585,P0062,3,206.19,0.28
I0001679,O000585,P0005,4,182.90,1.03
I0001680,O000586,P0308,2,256.07,0.21
I0001681,O000586,P0318,2,84.86,25.50
I0001682,O000587,P0041,5,181.63,11.23
I0001683,O000587,P0042,2,384.60,6.33
I0001684,O000587,P0020,3,102.12,12.12
I0001685,O000588,P0301,4,163.48,20.98
I0001686,O000588,P0302,2,213.53,16.51
I0001687,O000589,P0361,1,310.44,29.66
I0001688,O000589,P0362,2,247.23,17.09
I0001689,O000589,P0307,1,95.87,18.54
I0001690,O000590,P0151,1,157.80,16.80
I0001691,O000590,P0152,1,106.99,19.42
I0001692,O000590,P0162,4,52.11,4.28
I0001693,O000591,P0451,4,88.82,16.74
I0001694,O000591,P0452,4,76.26,25.73
I0001695,O000591,P0462,1,138.36,20.74
I0001696,O000592,P0451,2,64.11,20.85
I0001697,O000592,P0452,3,80.59,18.60
I0001698,O000592,P0452,4,58.46,24.65
I0001699,O000592,P0454,3,38.27,10.17
I0001700,O000593,P0021,5,258.27,18.14
I0001701,O000593,P0022,5,313.70,5.02
I0001702,O000593,P0017,1,81.05,18.86
I0001703,O000594,P0191,1,83.58,9.19
I0001704,O000594,P0192,4,138.04,27.82
I0001705,O000595,P0018,5,175.86,21.34
I0001706,O000595,P0004,1,110.08,33.08
I0001707,O000595,P0003,5,99.48,0.79
I0001708,O000596,P0151,4,155.45,23.41
I0001709,O000596,P0152,2,83.62,26.05
I0001710,O000596,P0165,5,107.77,2.79
I0001711,O000596,P0151,2,96.57,20.07
I0001712,O000597,P0001,3,451.96,25.10
I0001713,O000597,P0002,4,321.40,4.75
I0001714,O000598,P0167,5,121.25,8.59
I0001715,O000598,P0170,3,68.44,0.25
I0001716,O000599,P0061,1,210.65,12.14
I0001717,O000599,P0062,5,256.06,8.61
I0001718,O000599,P0019,2,100.26,4.69
I0001719,O000600,P0361,4,453.32,8.97
I0001720,O000600,P0362,4,196.93,31.27
I0001721,O000601,P0361,1,297.01,4.70
I0001722,O000601,P0362,1,233.50,9.07
I0001723,O000602,P0061,5,306.85,30.12
I0001724,O000602,P0062,-3,304.35,24.22
I0001725,O000602,P0009,5,265.32,18.78
I0001726,O000603,P0018,4,122.79,9.31
I0001727,O000603,P0015,1,386.11,33.59
I0001728,O000603,P0005,1,225.39,29.37
I0001729,O000603,P0016,5,74.86,33.15
I0001730,O000604,P0191,1,62.45,29.03
I0001731,O000604,P0192,3,123.20,21.79
I0001732,O000604,P0166,1,71.88,28.91
I0001733,O000605,P0008,4,299.17,25.35
I0001734,O000605,P0003,1,58.22,9.40
I0001735,O000606,P0158,5,162.47,2.08
I0001736,O000606,P0168,2,24.82,33.42
I0001737,O000607,P0314,3,100.59,13.06
I0001738,O000607,P0307,2,146.88,6.49
I0001739,O000608,P0307,2,80.25,19.12
I0001740,O000608,P0302,1,170.16,32.55
I0001741,O000608,P0316,4,198.79,27.28
I0001742,O000609,P0001,5,259.55,8.52
I0001743,O000609,P0002,5,615.06,0.91
I0001744,O000609,P0002,4,451.39,6.63
I0001745,O000610,P0166,3,61.12,28.83
I0001746,O000610,P0155,1,161.84,27.73
I0001747,O000610,P0156,1,137.93,19.15
I0001748,O000610,P0154,2,33.55,0.22
I0001749,O000611,P0151,4,138.47,10.68
I0001750,O000611,P0152,2,159.68,13.15
I0001751,O000612,P0381,3,54.83,33.97
I0001752,O000612,P0382,1,319.74,12.57
I0001753,O000612,P0318,1,91.47,4.60
I0001754,O000613,P0305,3,436.54,31.77
I0001755,O000613,P0307,2,105.83,9.06
I0001756,O000613,P0315,5,171.20,23.01
I0001757,O000613,P0313,5,137.95,1.14
I0001758,O000614,P0007,3,308.00,27.49
I0001759,O000614,P0013,1,402.41,17.85
I0001760,O000614,P0020,5,90.89,4.10
I0001761,O000614,P0005,1,178.98,9.60
I0001762,O000615,P0181,4,86.96,0.72
I0001763,O000615,P0182,4,78.66,10.21
I0001764,O000615,P0157,1,52.13,20.78
I0001765,O000616,P0005,5,215.76,7.05
I0001766,O000616,P0008,4,311.22,33.08
I0001767,O000616,P0005,5,223.05,21.62
I0001768,O000617,P0313,5,130.13,32.25
I0001769,O000617,P0308,1,320.36,23.95
I0001770,O000617,P0302,4,314.23,25.31
I0001771,O000618,P0041,2,269.38,10.82
I0001772,O000618,P0042,1,480.05,28.17
I0001773,O000618,P0019,4,133.32,11.34
I0001774,O000619,P0461,5,135.08,25.24
I0001775,O000619,P0462,2,136.63,24.11
I0001776,O000619,P0459,3,111.35,17.97
I0001777,O000620,P0015,2,348.53,6.74
I0001778,O000620,P0008,-2,247.36,15.91
I0001779,O000620,P0012,2,366.41,3.31
I0001780,O000621,P0002,1,357.72,1.94
I0001781,O000621,P0015,2,218.72,4.47
I0001782,O000621,P0020,2,87.98,1.04
I0001783,O000622,P0468,3,47.58,25.74
I0001784,O000622,P0462,3,85.69,28.52
I0001785,O000623,P0471,3,72.05,0.88
I0001786,O000623,P0472,2,79.87,12.81
I0001787,O000623,P0463,3,138.42,10.82
I0001788,O000624,P0155,4,128.05,34.54
I0001789,O000624,P0165,4,102.52,13.56
I0001790,O000624,P0156,1,173.20,29.96
I0001791,O000625,P0451,1,98.87,22.37
I0001792,O000625,P0452,3,71.78,32.64
I0001793,O000625,P0456,2,84.76,16.92
I0001794,O000626,P0501,2,58.98,21.16
I0001795,O000626,P0502,4,73.96,20.12
I0001796,O000627,P0321,2,126.66,0.09
I0001797,O000627,P0322,3,326.81,11.81
I0001798,O000628,P0456,2,73.52,22.98
I0001799,O000628,P0453,1,103.38,1.03
I0001800,O000628,P0456,1,73.52,26.04
I0001801,O000628,P0462,5,130.21,8.39
I0001802,O000629,P0001,2,257.95,9.66
I0001803,O000629,P0002,2,398.27,32.79
I0001804,O000629,P0003,5,56.74,24.15
I0001805,O000630,P0012,3,555.67,9.04
I0001806,O000630,P0020,3,112.53,22.26
I0001807,O000630,P0002,1,583.13,32.24
I0001808,O000631,P0461,1,114.00,1.97
I0001809,O000631,P0462,5,139.25,3.70
I0001810,O000631,P0465,2,49.68,21.54
I0001811,O000632,P0461,4,94.61,7.93
I0001812,O000632,P0462,2,110.59,3.71
I0001813,O000632,P0466,5,83.41,19.15
I0001814,O000633,P0151,4,146.31,13.38
I0001815,O000633,P0152,4,104.73,23.32
I0001816,O000633,P0163,1,73.79,12.48
I0001817,O000633,P0170,3,81.27,29.74
I0001818,O000634,P0451,3,61.24,32.47
I0001819,O000634,P0452,5,52.18,32.94
I0001820,O000635,P0001,1,422.33,21.02
I0001821,O000635,P0002,3,404.30,8.00
I0001822,O000636,P0308,3,257.72,19.25
I0001823,O000636,P0320,4,211.29,4.15
I0001824,O000636,P0311,5,303.94,26.90
I0001825,O000637,P0001,3,318.74,3.45
I0001826,O000637,P0002,3,549.94,17.42
I0001827,O000637,P0015,1,264.51,13.17
I0001828,O000637,P0016,2,111.84,28.42
I0001829,O000638,P0361,1,279.47,12.53
I0001830,O000638,P0362,1,272.16,2.14
I0001831,O000638,P0315,4,161.60,28.19
I0001832,O000639,P0010,2,342.66,23.51
I0001833,O000639,P0017,4,86.86,11.63
I0001834,O000639,P0011,4,446.34,14.10
I0001835,O000640,P0155,4,181.16,7.29
I0001836,O000640,P0166,2,90.00,24.21
I0001837,O000640,P0153,4,79.07,18.52
I0001838,O000640,P0157,1,57.94,14.23
I0001839,O000641,P0151,5,157.23,24.06
I0001840,O000641,P0152,1,149.87,16.60
I0001841,O000641,P0162,4,79.10,11.46
I0001842,O000642,P0017,4,62.67,6.33
I0001843,O000642,P0009,2,404.07,4.56
I0001844,O000643,P0171,2,68.99,33.90
I0001845,O000643,P0172,5,81.32,10.31
I0001846,O000643,P0164,4,144.76,10.11
I0001847,O000644,P0006,5,66.54,6.31
I0001848,O000644,P0006,3,119.64,0.49
I0001849,O000645,P0301,1,168.13,6.79
I0001850,O000645,P0307,3,154.96,23.98
I0001851,O000645,P0303,4,178.88,7.30
I0001852,O000646,P0164,4,103.97,7.78
I0001853,O000646,P0158,3,174.14,11.38
I0001854,O000646,P0168,3,30.96,21.45
I0001855,O000647,P0151,3,166.99,4.13
I0001856,O000647,P0152,4,139.32,10.45
I0001857,O000647,P0156,4,90.99,29.07
I0001858,O000648,P0471,4,56.75,0.02
I0001859,O000648,P0472,3,84.31,0.10
I0001860,O000648,P0451,1,110.38,29.63
I0001861,O000649,P0012,-4,609.65,8.34
I0001862,O000649,P0010,2,308.40,31.99
I0001863,O000650,P0321,2,114.38,25.13
I0001864,O000650,P0322,5,471.88,20.33
I0001865,O000650,P0311,2,273.37,27.42
I0001866,O000650,P0310,4,177.77,5.68
I0001867,O000651,P0321,3,92.73,30.79
I0001868,O000651,P0322,5,444.39,13.75
I0001869,O000651,P0309,2,386.94,4.69
I0001870,O000651,P0309,4,296.31,17.37
I0001871,O000652,P0019,2,160.05,27.89
I0001872,O000652,P0007,4,231.45,2.66
I0001873,O000652,P0015,4,289.61,25.29
I0001874,O000652,P0011,5,493.27,9.59
I0001875,O000653,P0041,5,132.93,20.76
I0001876,O000653,P0042,1,561.78,11.04
I0001877,O000653,P0001,2,283.67,24.68
I0001878,O000654,P0001,4,366.32,15.46
I0001879,O000654,P0002,2,508.60,9.13
I0001880,O000655,P0061,5,183.35,17.24
I0001881,O000655,P0062,2,220.54,7.31
I0001882,O000656,P0160,5,132.53,30.92
I0001883,O000656,P0164,2,190.79,12.57
I0001884,O000657,P0459,3,99.36,23.05
I0001885,O000657,P0463,3,90.24,7.58
I0001886,O000658,P0381,2,85.22,6.60
I0001887,O000658,P0382,2,286.78,3.17
I0001888,O000658,P0315,5,147.08,9.57
I0001889,O000658,P0306,4,167.37,0.40
I0001890,O000659,P0002,1,364.64,2.34
I0001891,O000659,P0019,1,97.80,8.11
I0001892,O000659,P0012,5,506.25,8.60
I0001893,O000659,P0014,4,352.12,4.71
I0001894,O000660,P0451,4,87.18,14.01
I0001895,O000660,P0452,2,94.15,1.92
I0001896,O000660,P0461,3,98.49,7.64
I0001897,O000661,P0181,4,105.98,30.36
I0001898,O000661,P0182,3,69.71,22.50
I0001899,O000661,P0154,2,28.99,3.26
I0001900,O000662,P0191,4,50.25,34.11
I0001901,O000662,P0192,1,139.56,16.57
I0001902,O000662,P0170,4,99.65,15.45
I0001903,O000662,P0160,2,170.48,19.76
I0001904,O000663,P0021,4,418.41,27.86
I0001905,O000663,P0022,1,480.48,15.70
I0001906,O000663,P0014,3,248.94,30.60
I0001907,O000664,P0191,5,44.95,0.42
I0001908,O000664,P0192,3,101.83,17.53
I0001909,O000665,P0019,1,145.07,2.72
I0001910,O000665,P0008,1,239.64,29.63
I0001911,O000666,P0501,4,60.15,8.97
I0001912,O000666,P0502,4,60.99,30.69
I0001913,O000666,P0462,1,110.13,28.32
I0001914,O000667,P0171,3,79.61,0.39
I0001915,O000667,P0172,5,79.99,15.90
I0001916,O000667,P0156,4,120.95,10.15
I0001917,O000667,P0169,1,89.06,14.99
I0001918,O000668,P0461,1,130.32,16.49
I0001919,O000668,P0462,4,109.72,4.75
I0001920,O000668,P0451,3,87.86,30.02
I0001921,O000669,P0152,2,148.06,20.04
I0001922,O000669,P0163,5,74.44,24.28
I0001923,O000669,P0166,3,107.94,34.56
I0001924,O000670,P0461,2,131.92,26.69
I0001925,O000670,P0462,1,111.94,33.68
I0001926,O000671,P0461,2,78.28,5.39
I0001927,O000671,P0462,1,126.41,8.17
I0001928,O000671,P0466,3,70.64,28.78
I0001929,O000672,P0451,1,80.79,34.63
I0001930,O000672,P0452,4,55.74,12.56
I0001931,O000672,P0458,1,79.46,34.79
I0001932,O000672,P0461,1,115.36,28.68
I0001933,O000673,P0302,1,295.67,24.28
I0001934,O000673,P0305,5,315.82,18.86
I0001935,O000674,P0301,5,165.55,29.78
I0001936,O000674,P0302,5,319.53,23.04
I0001937,O000674,P0304,1,90.95,0.05
I0001938,O000675,P0301,1,183.00,31.44
I0001939,O000675,P0302,5,238.92,14.07
I0001940,O000676,P0015,5,223.49,18.89
I0001941,O000676,P0009,4,388.63,25.17
I0001942,O000676,P0003,4,97.90,6.00
I0001943,O000677,P0014,4,275.12,7.64
I0001944,O000677,P0007,5,272.46,6.44
I0001945,O000677,P0009,1,387.44,30.63
I0001946,O000678,P0301,3,236.28,5.47
I0001947,O000678,P0302,5,203.41,6.39
I0001948,O000678,P0319,1,361.00,28.80
I0001949,O000678,P0303,1,139.45,13.19
I0001950,O000679,P0061,4,223.86,26.39
I0001951,O000679,P0062,1,336.25,27.26
I0001952,O000680,P0361,2,339.02,32.87
I0001953,O000680,P0362,1,377.58,33.63
I0001954,O000680,P0308,5,290.66,28.24
I0001955,O000680,P0317,2,149.91,14.27
I0001956,O000681,P0191,4,50.52,18.36
I0001957,O000681,P0192,4,119.88,4.51
I0001958,O000682,P0170,5,127.54,21.11
I0001959,O000682,P0155,4,113.90,11.22
I0001960,O000682,P0169,4,95.00,13.99
I0001961,O000683,P0381,2,104.93,28.46
I0001962,O000683,P0382,5,278.95,26.11
I0001963,O000684,P0013,2,516.40,10.67
I0001964,O000684,P0005,5,238.13,30.48
I0001965,O000684,P0020,5,63.40,10.52
I0001966,O000684,P0003,5,95.32,17.35
I0001967,O000685,P0041,2,140.21,6.39
I0001968,O000685,P0042,4,294.50,32.64
I0001969,O000686,P0061,4,194.51,18.42
I0001970,O000686,P0062,3,211.67,26.76
I0001971,O000687,P0016,2,67.84,1.81
I0001972,O000687,P0020,3,99.65,2.56
I0001973,O000687,P0011,2,274.06,14.67
I0001974,O000687,P0013,5,518.98,5.13
I0001975,O000688,P0041,4,247.67,29.81
I0001976,O000688,P0042,4,372.91,21.31
I0001977,O000689,P0151,1,122.93,2.67
I0001978,O000689,P0166,5,109.90,22.05
I0001979,O000690,P0017,1,74.15,19.06
I0001980,O000690,P0001,5,316.57,29.23
I0001981,O000691,P0301,3,148.62,29.01
I0001982,O000691,P0302,1,215.55,10.91
I0001983,O000691,P0319,5,503.03,8.70
I0001984,O000692,P0308,1,329.16,23.96
I0001985,O000692,P0317,4,125.44,18.70
I0001986,O000692,P0312,4,286.64,21.28
I0001987,O000692,P0318,2,84.51,15.31
I0001988,O000693,P0017,4,106.51,26.67
I0001989,O000693,P0017,4,56.58,25.19
I0001990,O000694,P0310,4,178.87,29.97
I0001991,O000694,P0308,5,290.09,3.37
I0001992,O000694,P0303,4,149.93,1.65
I0001993,O000694,P0303,4,138.39,23.03
I0001994,O000695,P0002,2,521.97,23.76
I0001995,O000695,P0018,1,117.73,26.28
I0001996,O000696,P0171,1,56.41,26.56
I0001997,O000696,P0172,4,106.56,34.17
I0001998,O000696,P0156,-4,92.30,18.71
I0001999,O000696,P0158,2,146.24,19.44
I0002000,O000697,P0181,2,90.87,4.14
I0002001,O000697,P0182,5,104.74,5.01
I0002002,O000697,P0169,4,63.08,5.53
I0002003,O000698,P0061,4,338.56,16.22
I0002004,O000698,P0062,3,364.55,23.16
I0002005,O000698,P0002,3,620.18,20.67
I0002006,O000698,P0005,3,162.35,19.49
I0002007,O000699,P0167,4,165.50,29.58
I0002008,O000699,P0157,3,72.00,5.49
I0002009,O000699,P0160,3,118.72,17.27
I0002010,O000700,P0501,4,31.26,15.71
I0002011,O000700,P0502,3,105.29,14.21
I0002012,O000701,P0003,3,78.10,3.29
I0002013,O000701,P0014,2,331.05,20.02
I0002014,O000702,P0191,4,46.49,28.41
I0002015,O000702,P0192,5,121.47,11.18
I0002016,O000702,P0157,5,70.24,2.80
I0002017,O000703,P0451,5,97.27,6.82
I0002018,O000703,P0452,4,76.17,21.95
I0002019,O000704,P0001,1,302.49,29.94
I0002020,O000704,P0002,4,484.56,5.74
I0002021,O000704,P0018,2,165.45,7.60
I0002022,O000705,P0041,4,263.50,11.28
I0002023,O000705,P0042,5,571.72,31.35
I0002024,O000705,P0018,4,208.68,22.85
I0002025,O000706,P0321,1,86.47,3.29
I0002026,O000706,P0322,2,262.96,21.59
I0002027,O000707,P0501,3,41.94,11.24
I0002028,O000707,P0502,4,93.11,4.44
I0002029,O000708,P0005,1,184.21,16.34
I0002030,O000708,P0005,1,179.50,25.41
I0002031,O000708,P0016,4,124.57,14.06
I0002032,O000709,P0021,1,260.44,10.07
I0002033,O000709,P0022,1,502.15,27.69
I0002034,O000710,P0361,4,339.50,32.41
I0002035,O000710,P0362,4,344.56,0.48
I0002036,O000710,P0305,4,253.57,17.79
I0002037,O000711,P0471,5,70.59,9.02
I0002038,O000711,P0472,3,92.93,20.62
I0002039,O000711,P0470,2,130.65,0.50
I0002040,O000712,P0361,5,268.90,25.15
I0002041,O000712,P0362,1,339.69,2.61
I0002042,O000712,P0304,2,111.98,10.09
I0002043,O000712,P0305,4,267.28,0.14
I0002044,O000713,P0061,3,208.14,31.13
I0002045,O000713,P0062,4,259.55,16.14
I0002046,O000713,P0010,2,208.21,17.97
I0002047,O000714,P0151,3,120.26,2.70
I0002048,O000714,P0152,5,132.56,12.95
I0002049,O000715,P0061,5,342.45,18.96
I0002050,O000715,P0062,1,349.61,15.57
I0002051,O000715,P0007,2,171.20,19.01
I0002052,O000716,P0311,4,288.51,34.69
I0002053,O000716,P0311,5,306.27,0.20
I0002054,O000716,P0312,5,315.22,18.24
I0002055,O000716,P0316,1,232.88,10.19
I0002056,O000717,P0061,2,351.77,0.17
I0002057,O000717,P0062,4,221.19,14.23
I0002058,O000718,P0461,1,73.86,1.58
I0002059,O000718,P0462,5,109.17,25.76
I0002060,O000718,P0467,3,87.73,9.73
I0002061,O000718,P0464,1,25.23,0.42
I0002062,O000719,P0041,4,182.68,26.95
I0002063,O000719,P0042,5,376.75,17.83
I0002064,O000720,P0002,1,356.32,21.59
I0002065,O000720,P0005,5,231.25,33.93
I0002066,O000720,P0014,3,347.86,26.69
I0002067,O000720,P0001,3,389.90,30.49
I0002068,O000721,P0301,5,125.96,31.48
I0002069,O000721,P0302,2,285.10,7.05
I0002070,O000721,P0310,4,280.19,11.20
I0002071,O000722,P0191,4,74.55,26.49
I0002072,O000722,P0192,1,141.96,10.24
I0002073,O000722,P0168,4,35.64,15.52
I0002074,O000722,P0163,1,61.00,29.52
I0002075,O000723,P0501,4,58.31,28.76
I0002076,O000723,P0502,4,89.25,20.78
I0002077,O000724,P0161,5,35.57,15.68
I0002078,O000724,P0159,3,124.12,16.31
I0002079,O000724,P0168,4,32.71,2.47
I0002080,O000725,P0171,3,62.52,2.32
I0002081,O000725,P0172,3,117.34,2.03
I0002082,O000725,P0157,4,54.26,21.30
I0002083,O000726,P0151,5,147.80,13.95
I0002084,O000726,P0152,5,117.02,3.81
I0002085,O000727,P0017,4,83.84,4.68
I0002086,O000727,P0013,5,256.37,14.06
I0002087,O000727,P0004,2,105.37,4.14
I0002088,O000728,P0164,3,170.97,15.89
I0002089,O000728,P0160,5,107.14,17.18
I0002090,O000729,P0465,2,80.96,29.40
I0002091,O000729,P0458,3,59.32,11.52
I0002092,O000729,P0454,1,32.90,31.68
I0002093,O000730,P0461,4,77.13,2.67
I0002094,O000730,P0462,2,139.66,22.80
I0002095,O000731,P0001,5,382.87,15.33
I0002096,O000731,P0002,2,446.50,1.87
I0002097,O000731,P0002,3,508.95,10.59
I0002098,O000732,P0171,2,84.58,28.50
I0002099,O000732,P0172,4,153.91,21.46
I0002100,O000732,P0164,5,159.68,7.29
I0002101,O000733,P0181,5,121.89,34.74
I0002102,O000733,P0182,5,85.23,25.86
I0002103,O000733,P0160,2,149.92,13.62
I0002104,O000733,P0153,3,84.72,27.81
I0002105,O000734,P0301,2,173.43,11.78
I0002106,O000734,P0302,5,173.75,23.25
I0002107,O000734,P0314,1,90.51,29.19
I0002108,O000734,P0303,4,136.85,26.71
I0002109,O000735,P0181,3,162.46,30.08
I0002110,O000735,P0182,1,106.43,34.89
I0002111,O000735,P0169,3,92.18,14.87
I0002112,O000736,P0171,4,47.27,26.12
I0002113,O000736,P0172,3,112.51,2.73
I0002114,O000737,P0041,2,216.06,1.39
I0002115,O000737,P0042,4,507.43,34.02
I0002116,O000737,P0009,-5,341.16,21.60
I0002117,O000737,P0020,3,113.72,21.50
I0002118,O000738,P0061,4,257.57,10.75
I0002119,O000738,P0062,4,340.90,3.85
I0002120,O000738,P0012,5,565.72,13.29
I0002121,O000739,P0501,5,59.23,9.19
I0002122,O000739,P0502,5,56.02,7.57
I0002123,O000739,P0463,3,91.58,34.05
I0002124,O000740,P0061,1,209.64,31.87
I0002125,O000740,P0062,1,240.58,26.43
I0002126,O000740,P0016,1,78.14,12.64
I0002127,O000740,P0005,2,174.11,16.88
I0002128,O000741,P0321,4,85.77,11.28
I0002129,O000741,P0322,1,417.75,14.87
I0002130,O000741,P0301,1,205.87,28.15
I0002131,O000741,P0310,2,163.06,24.38
I0002132,O000742,P0001,1,358.34,19.20
I0002133,O000742,P0002,3,316.31,23.50
I0002134,O000742,P0001,1,342.47,4.51
I0002135,O000743,P0041,3,158.63,17.58
I0002136,O000743,P0042,2,564.10,0.66
I0002137,O000743,P0002,2,356.19,25.93
I0002138,O000744,P0061,5,255.70,8.74
I0002139,O000744,P0062,1,209.27,4.75
I0002140,O000745,P0001,2,264.13,7.27
I0002141,O000745,P0002,2,374.19,3.54
I0002142,O000745,P0003,1,70.79,18.10
I0002143,O000746,P0191,1,65.28,15.03
I0002144,O000746,P0192,4,133.21,20.42
I0002145,O000746,P0169,2,88.92,22.28
I0002146,O000747,P0161,5,43.66,14.15
I0002147,O000747,P0156,4,163.48,9.36
I0002148,O000747,P0163,5,86.54,12.94
I0002149,O000748,P0012,3,409.86,15.45
I0002150,O000748,P0006,2,128.60,13.78
I0002151,O000749,P0381,4,62.31,7.09
I0002152,O000749,P0382,3,259.06,20.73
I0002153,O000749,P0308,4,311.44,5.48
I0002154,O000750,P0001,5,259.65,30.12
